Hospital_ID,Hospital_Name,Academic_Medical_Center,City,State,Patients,Perc_Readmitted_30d,Perc_PrimaryCare_14d,Perc_Emergency_30d
260094,Skaggs Community Health Center,NO,Branson,MO,510,10.5,23.1,16.1
260095,Centerpoint Medical Center,NO,Independence,MO,654,14.5,18.1,20.6
260096,North Kansas City Hospital,NO,North Kansas City,MO,1798,13.3,29.7,14.6
260104,SSM DePaul Health Center,NO,Bridgeton,MO,1151,12.4,17.2,13.9
260105,St. Louis University Hospital,YES,Saint Louis,MO,434,19.7,20.1,22.0
260108,Missouri Baptist Medical Center,NO,Town And Country,MO,2243,13.1,17.2,15.7
260110,Southeast Missouri Hospital,NO,Cape Girardeau,MO,954,10.8,17.5,15.1
260119,Poplar Bluff Regional Med Ctr,NO,Poplar Bluff,MO,488,16.5,23.6,19.2
260137,Freeman Health System,NO,Joplin,MO,1576,13.2,18.9,16.5
260138,St. Luke's Hospital,NO,Kansas City,MO,1406,14.4,32.2,16.9
260141,University of MO Hosp & Clinic,YES,Columbia,MO,657,14.5,25.3,16.3
260162,Barnes-Jewish West County Hosp,NO,Creve Coeur,MO,396,11.2,9.1,11.7
260176,Des Peres Hospital,NO,Saint Louis,MO,1006,13.5,20.2,16.5
260177,Liberty Hospital,NO,Liberty,MO,763,13.5,25.6,15.7
260179,St. Luke's Hospital,NO,Chesterfield,MO,1435,12.9,17.4,14.7
260180,Christian Hospital,NO,Saint Louis,MO,597,16.4,19.8,16.3
260183,St. Francis Medical Center,NO,Cape Girardeau,MO,1264,9.9,18.2,14.2
260186,Lake Regional Health System,NO,Osage Beach,MO,443,15.8,29.1,16.7
260191,Barnes-Jewish St. Peters Hosp,NO,Saint Peters,MO,299,17.2,28.9,20.9
260193,St. Mary's Medical Center,NO,Blue Springs,MO,228,12.7,26.9,12.6
260200,SSM St. Joseph Hospital West,NO,Lake Saint Louis,MO,348,11.2,22.5,15.0
260216,Saint Luke's East-Lee's Summit,NO,Lees Summit,MO,284,13.6,26.6,20.4
270003,St. Peter's Hospital,NO,Helena,MT,297,10.3,25.9,14.4
270004,Billings Clinic,NO,Billings,MT,1301,11.9,21.3,15.4
270012,Benefis Healthcare,NO,Great Falls,MT,970,12.0,26.3,12.5
270014,St. Patrick Hospital,NO,Missoula,MT,1017,10.3,23.6,16.3
270017,St. James Healthcare,NO,Butte,MT,248,12.3,16.8,13.5
270023,Community Medical Center,NO,Missoula,MT,413,9.0,14.7,14.1
270049,St. Vincent Healthcare,NO,Billings,MT,1423,9.4,27.7,13.3
270051,Kalispell Regional Med Ctr,NO,Kalispell,MT,667,11.3,19.3,12.7
270057,Bozeman Deaconess Hospital,NO,Bozeman,MT,393,8.1,15.8,10.9
280003,BryanLGH Medical Center,NO,Lincoln,NE,1944,13.0,52.1,13.8
280009,Good Samaritan Health Systems,NO,Kearney,NE,1138,11.1,32.3,11.0
280013,Nebraska Medical Center,YES,Omaha,NE,1455,14.8,28.6,16.0
280020,St. Elizabeth Regional Med Ctr,NO,Lincoln,NE,1664,11.3,38.8,13.1
280023,St. Francis Medical Center,NO,Grand Island,NE,549,7.3,30.7,9.1
280030,Creighton University Med Ctr,YES,Omaha,NE,438,15.1,40.7,17.2
280032,Mary Lanning Memorial Hospital,NO,Hastings,NE,430,9.1,40.8,9.3
280040,Nebraska Methodist Hospital,NO,Omaha,NE,1643,14.1,29.8,16.0
280060,Alegent Health Bergan Mercy Ctr,NO,Omaha,NE,1488,11.1,34.7,13.4
280061,Regional West Medical Center,NO,Scottsbluff,NE,576,7.5,25.2,11.3
280065,Great Plains Regional Med Ctr,NO,North Platte,NE,259,12.2,46.3,15.1
280077,Fremont Area Medical Center,NO,Fremont,NE,455,9.9,46.1,12.3
280081,Alegent Health Immanuel Med Ctr,NO,Omaha,NE,619,10.6,36.6,14.6
280111,Columbus Community Hospital,NO,Columbus,NE,209,6.9,0.0,8.7
280125,Faith Regional Health Services,NO,Norfolk,NE,501,9.5,25.7,8.9
280128,Nebraska Heart Hospital,NO,Lincoln,NE,1083,12.7,56.4,11.3
280130,Alegent Health Lakeside Hosp,NO,Omaha,NE,345,12.6,28.0,14.6
290001,Renown Regional Medical Center,NO,Reno,NV,1443,12.4,19.7,15.7
290003,Sunrise Hosp & Med Ctr,NO,Las Vegas,NV,1223,15.8,25.9,17.6
290007,University Medical Center,NO,Las Vegas,NV,443,14.6,26.7,18.6
290009,St. Mary's Regional Med Ctr,NO,Reno,NV,829,9.1,16.5,13.4
290019,Carson Tahoe Reg Healthcare,NO,Carson City,NV,832,13.9,19.9,19.2
290021,Valley Hospital Medical Center,NO,Las Vegas,NV,543,16.5,27.0,18.5
290022,Desert Springs Hosp Med Ctr,NO,Las Vegas,NV,524,14.2,26.0,16.9
290039,MountainView Hospital,NO,Las Vegas,NV,854,12.7,32.1,16.5
290041,Summerlin Hosp Med Ctr,NO,Las Vegas,NV,638,13.5,30.4,15.2
290045,St. Rose Dominican Hosp-Siena,NO,Henderson,NV,940,11.3,27.6,14.5
290046,Spring Valley Hosp Med Ctr,NO,Las Vegas,NV,385,14.1,20.3,15.1
290047,Southern Hills Hospital,NO,Las Vegas,NV,358,13.2,25.1,18.4
290049,Renown South Meadows Medical Center,NO,Reno,NV,237,10.6,9.9,17.6
290053,St. Rose Dominican Hosp-San Martin,NO,Las Vegas,NV,286,14.7,28.0,20.5
300001,Concord Hospital,NO,Concord,NH,1028,10.0,14.1,14.3
300003,Dartmouth-Hitchcock Med Ctr,YES,Lebanon,NH,2350,14.4,25.8,19.4
300005,Lakes Region General Hospital,NO,Laconia,NH,388,8.8,12.3,12.9
300011,St. Joseph Hospital,NO,Nashua,NH,285,8.7,20.5,15.3
300012,Elliot Hospital,NO,Manchester,NH,615,10.7,18.4,15.1
300018,Wentworth-Douglass Hospital,NO,Dover,NH,412,12.8,39.4,16.2
300019,Cheshire Medical Center,NO,Keene,NH,201,12.7,0.0,17.5
300020,Southern New Hampshire Med Ctr,NO,Nashua,NH,333,10.8,16.5,15.3
300023,Exeter Hospital,NO,Exeter,NH,430,11.1,17.9,17.2
300029,Portsmouth Regional Hospital,NO,Portsmouth,NH,662,15.2,20.3,20.9
300034,Catholic Medical Center,NO,Manchester,NH,932,11.2,22.0,17.2
310001,Hackensack University Med Ctr,NO,Hackensack,NJ,3573,15.3,18.8,16.2
310002,Newark Beth Israel Med Ctr,NO,Newark,NJ,870,16.9,17.1,15.6
310003,Palisades Medical Center,NO,North Bergen,NJ,276,18.0,23.0,17.7
310005,Hunterdon Medical Center,NO,Flemington,NJ,401,11.6,15.5,14.5
310006,St. Mary's Hospital,NO,Passaic,NJ,683,17.9,26.5,19.6
310008,Holy Name Hospital,NO,Teaneck,NJ,900,17.9,22.6,17.8
310009,Clara Maass Medical Center,NO,Belleville,NJ,788,14.3,26.0,16.3
310010,University Med Ctr at Princeton,NO,Princeton,NJ,869,10.7,13.9,13.5
310011,Cape Regional Medical Center,NO,Cape May Court House,NJ,462,14.0,19.8,17.1
310012,Valley Hospital,NO,Ridgewood,NJ,2819,14.5,18.0,15.1
310014,Cooper Health System,NO,Camden,NJ,1210,14.9,25.0,17.0
310015,Morristown Memorial Hospital,NO,Morristown,NJ,3638,12.9,13.1,14.4
310016,Christ Hospital,NO,Jersey City,NJ,314,18.0,20.7,21.4
310017,Chilton Memorial Hospital,NO,Pompton Plains,NJ,582,14.3,25.1,15.9
310019,St. Joseph's Regional Med Ctr,NO,Paterson,NJ,960,17.1,27.6,17.3
310021,St. Francis Medical Center,NO,Trenton,NJ,463,17.1,23.5,17.4
310022,Virtua West Jersey Hosp-Berlin,NO,Berlin,NJ,1545,13.1,21.6,17.5
310024,RWJ University Hosp-Rahway,NO,Rahway,NJ,432,13.7,21.9,14.6
310025,Bayonne Medical Center,NO,Bayonne,NJ,245,16.3,0.0,22.0
310027,Trinitas Hospital,NO,Elizabeth,NJ,441,16.0,21.3,18.0
310028,Newton Memorial Hospital,NO,Newton,NJ,347,13.3,33.4,15.5
310029,Our Lady of Lourdes Med Ctr,NO,Camden,NJ,1366,14.3,28.6,18.6
310031,Deborah Heart and Lung Center,NO,Browns Mills,NJ,942,18.7,28.3,17.2
310032,South Jersey Healthcare- Regional Med Ctr,NO,Vineland,NJ,574,14.6,21.5,18.8
310034,Riverview Medical Center,NO,Red Bank,NJ,857,12.5,21.9,16.2
310038,RWJ University Hospital,YES,New Brunswick,NJ,2196,16.9,16.4,19.0
310039,Raritan Bay Medical Center,NO,Perth Amboy,NJ,507,19.4,24.6,18.7
310040,Hoboken University Medical Ctr,NO,Hoboken,NJ,203,14.3,21.4,15.3
310041,Community Medical Center,NO,Toms River,NJ,1902,14.7,19.3,19.2
310044,Capital Health System at Mercer,NO,Trenton,NJ,324,12.6,18.2,16.3
310045,Englewood Hosp & Med Ctr,NO,Englewood,NJ,1386,14.7,13.9,15.0
310047,Shore Memorial Hospital,NO,Somers Point,NJ,684,11.9,17.6,13.4
310048,Somerset Medical Center,NO,Somerville,NJ,999,15.9,21.1,16.4
310050,St. Clare's Hospital,NO,Denville,NJ,904,12.5,22.0,13.5
310051,Overlook Hospital,NO,Summit,NJ,1400,12.1,15.0,15.2
310052,Ocean Medical Center,NO,Brick,NJ,1061,12.2,21.1,14.3
310054,Mountainside Hospital,NO,Montclair,NJ,635,14.3,14.2,14.8
310057,Virtua Mem Hosp of Burlington,NO,Mount Holly,NJ,1100,10.4,23.5,16.4
310060,Warren Hospital,NO,Phillipsburg,NJ,317,16.2,21.4,18.0
310061,Lourdes Medical Center,NO,Willingboro,NJ,267,12.4,24.9,18.0
310064,Atlanticare Regional Med Ctr,NO,Atlantic City,NJ,1716,15.5,23.1,18.7
310069,South Jersey Healthcare-Elmer,NO,Elmer,NJ,207,7.1,0.0,13.2
310070,St. Peter's University Hospital,NO,New Brunswick,NJ,1041,13.9,17.3,15.4
310073,Jersey Shore University Med Ctr,NO,Neptune,NJ,2562,16.6,16.5,19.0
310074,LibertyHealth-Jersey City Ctr,NO,Jersey City,NJ,252,23.1,27.7,25.0
310075,Monmouth Medical Center,NO,Long Branch,NJ,620,12.1,25.9,16.3
310076,St. Barnabas Medical Center,NO,Livingston,NJ,1747,14.4,17.0,18.9
310081,Underwood-Memorial Hospital,NO,Woodbury,NJ,549,14.0,16.5,17.0
310084,Kimball Medical Center,NO,Lakewood,NJ,315,17.0,28.8,24.3
310086,Kennedy Mem Hosps-Univ Med Ctr,NO,Stratford,NJ,791,16.5,21.5,21.7
310092,Capital Health System of Fuld,NO,Trenton,NJ,264,16.7,22.1,19.9
310096,St. Michael's Medical Center,NO,Newark,NJ,1009,20.3,19.9,17.7
310108,JFK Medical Center,NO,Edison,NJ,1167,15.4,15.4,19.0
310110,RWJ University Hosp-Hamilton,NO,Hamilton,NJ,716,16.1,17.3,17.6
310111,CentraState Healthcare System,NO,Freehold,NJ,739,15.8,24.2,20.6
310112,Bayshore Community Hospital,NO,Holmdel,NJ,336,18.6,27.4,17.8
310113,Southern Ocean County Hospital,NO,Manahawkin,NJ,448,12.8,25.6,19.1
310115,Hackettstown Regional Med Ctr,NO,Hackettstown,NJ,256,20.2,27.4,18.3
310116,St. Joseph's Wayne Hospital,NO,Wayne,NJ,282,13.2,0.0,18.9
310119,UMDNJ University Hospital,YES,Newark,NJ,384,19.2,16.9,20.8
320001,University of New Mexico Hosp,YES,Albuquerque,NM,444,14.2,24.4,17.3
320002,St. Vincent Regional Med Ctr,NO,Santa Fe,NM,481,11.3,26.0,17.1
320004,Gerald Champion Medical Center,NO,Alamogordo,NM,340,8.0,24.2,13.6
320005,San Juan Regional Medical Center,NO,Farmington,NM,543,10.8,17.7,16.2
320006,Eastern New Mexico Med Ctr,NO,Roswell,NM,281,8.9,29.4,10.3
320009,Lovelace Medical Center-Downtown,NO,Albuquerque,NM,320,9.6,22.0,15.0
320018,Memorial Medical Center,NO,Las Cruces,NM,634,11.5,24.2,13.9
320021,Presbyterian Hospital,NO,Albuquerque,NM,1825,9.6,18.7,13.8
320063,Carlsbad Medical Center,NO,Carlsbad,NM,230,10.1,14.2,11.4
320083,Heart Hospital of New Mexico,NO,Albuquerque,NM,547,12.4,39.6,18.0
320085,MountainView Regional Med Ctr,NO,Las Cruces,NM,789,15.1,25.6,16.6
330003,Albany Memorial Hospital,NO,Albany,NY,356,14.1,14.8,15.5
330004,Kingston Hospital,NO,Kingston,NY,294,14.4,24.1,16.4
330005,KALEIDA Health,YES,Buffalo,NY,1951,14.7,25.9,15.9
330011,Our Lady of Lourdes Mem Hosp,NO,Binghamton,NY,659,10.3,16.3,15.7
330013,Albany Medical Center,YES,Albany,NY,1588,19.0,20.8,15.8
330014,Jamaica Hospital Medical Center,NO,Jamaica,NY,183,17.0,0.0,15.1
330019,New York Community Hospital,NO,Brooklyn,NY,298,22.7,37.2,21.2
330023,Vassar Brothers Medical Center,NO,Poughkeepsie,NY,1000,15.1,21.6,19.3
330024,Mount Sinai Hospital,YES,New York,NY,3862,16.7,18.6,13.3
330028,Richmond University Med Ctr,NO,Staten Island,NY,251,12.1,11.7,16.0
330043,Southside Hospital,NO,Bay Shore,NY,683,14.3,33.8,15.0
330044,Faxton-St. Luke's Healthcare,NO,Utica,NY,676,14.4,22.4,15.9
330045,Huntington Hospital,NO,Huntington,NY,1114,17.6,22.2,16.5
330046,St. Luke's-Roosevelt Hosp Center,NO,New York,NY,1084,15.6,14.8,13.5
330047,St. Mary's Hospital,NO,Amsterdam,NY,236,8.3,0.0,9.1
330049,Northern Dutchess Hospital,NO,Rhinebeck,NY,380,8.9,18.5,12.6
330055,New York Hospital Queens,NO,Flushing,NY,1250,15.4,30.0,17.2
330056,Brooklyn Hospital Center,NO,Brooklyn,NY,201,20.9,16.6,13.9
330057,St. Peter's Hospital,NO,Albany,NY,1649,15.0,16.9,16.2
330059,Montefiore Medical Center,YES,Bronx,NY,1710,19.4,17.9,18.8
330061,Lawrence Hospital Center,NO,Bronxville,NY,392,17.6,17.6,16.4
330064,New York Downtown Hospital,NO,New York,NY,199,13.4,29.0,11.1
330067,St. Francis Hospital,NO,Poughkeepsie,NY,462,12.7,16.2,17.3
330078,Sisters of Charity Hospital,NO,Buffalo,NY,506,9.6,21.8,11.6
330090,Arnot Ogden Medical Center,NO,Elmira,NY,683,13.3,19.2,17.9
330094,Columbia Memorial Hospital,NO,Hudson,NY,219,14.0,0.0,19.3
330101,New York-Presbyterian Hospital,YES,New York,NY,5873,16.8,15.7,14.9
330102,Kenmore Mercy Hospital,NO,Kenmore,NY,382,9.8,13.0,13.7
330103,Olean General Hospital,NO,Olean,NY,272,12.7,19.2,17.0
330104,Nyack Hospital,NO,Nyack,NY,590,22.0,19.1,14.8
330106,North Shore University Hospital,NO,Manhasset,NY,3625,15.6,20.9,11.4
330107,Peconic Bay Medical Center,NO,Riverhead,NY,312,11.9,20.5,12.8
330119,Lenox Hill Hospital,NO,New York,NY,2196,16.3,20.3,12.9
330125,Rochester General Hospital,NO,Rochester,NY,1272,13.0,25.8,17.9
330126,Orange Regional Medical Center,NO,Goshen,NY,787,13.5,22.0,11.9
330136,Mary Imogene Bassett Hospital,NO,Cooperstown,NY,807,14.4,16.9,17.4
330140,St. Joseph's Hosp Health Center,NO,Syracuse,NY,2172,13.2,20.0,17.0
330141,Brookhaven Memorial Hosp Med Ctr,NO,Patchogue,NY,405,20.1,29.8,24.8
330152,Long Island College Hospital,NO,Brooklyn,NY,330,14.9,20.7,13.9
330153,Ellis Hospital,NO,Schenectady,NY,1009,23.4,16.6,15.1
330154,Mem Sloan-Kettering Cancer Ctr,NO,New York,NY,2289,16.1,14.5,22.5
330157,Samaritan Medical Center,NO,Watertown,NY,357,9.0,17.7,12.3
330158,Good Samaritan Hospital,NO,Suffern,NY,962,16.6,25.2,15.0
330159,Community General Hospital,NO,Syracuse,NY,725,9.1,11.9,11.3
330160,Staten Island University Hosp,NO,Staten Island,NY,949,16.6,17.8,15.2
330162,Northern Westchester Hospital,NO,Mount Kisco,NY,549,18.1,22.1,13.6
330164,Highland Hospital of Rochester,NO,Rochester,NY,476,13.2,20.6,13.0
330167,Winthrop-University Hospital,NO,Mineola,NY,2228,17.2,23.8,16.0
330169,Beth Israel Medical Center,NO,New York,NY,1663,14.4,20.2,13.0
330180,Samaritan Hospital,NO,Troy,NY,219,18.3,0.0,18.7
330181,Glen Cove Hospital,NO,Glen Cove,NY,579,10.5,17.9,9.6
330182,St. Francis Hospital,NO,Roslyn,NY,3499,15.8,23.0,15.6
330184,Sound Shore Medical Center,NO,New Rochelle,NY,387,22.9,32.4,18.2
330185,John T. Mather Memorial Hospital,NO,Port Jefferson,NY,462,16.0,29.3,14.9
330191,Glens Falls Hospital,NO,Glens Falls,NY,652,13.0,23.1,11.3
330193,Flushing Hospital Medical Center,NO,Flushing,NY,233,12.7,0.0,14.7
330194,Maimonides Medical Center,NO,Brooklyn,NY,1639,17.5,31.1,9.7
330195,Long Island Jewish Med Ctr,NO,New Hyde Park,NY,1931,14.7,22.2,13.4
330196,Coney Island Hospital,NO,Brooklyn,NY,239,21.1,0.0,18.1
330198,South Nassau Communities Hosp,NO,Oceanside,NY,1067,18.9,23.2,15.1
330201,Kingsbrook Jewish Medical Center,NO,Brooklyn,NY,167,17.8,0.0,18.1
330203,Crouse Hospital,NO,Syracuse,NY,1136,11.2,17.0,14.9
330208,St. John's Riverside Hospital,NO,Yonkers,NY,350,13.5,21.8,14.9
330214,NYU Medical Center,YES,New York,NY,3035,14.1,17.6,11.7
330219,Erie County Medical Center,NO,Buffalo,NY,278,15.1,16.0,14.1
330221,Wyckoff Heights Medical Center,NO,Brooklyn,NY,233,19.5,25.5,16.8
330222,Saratoga Hospital,NO,Saratoga Springs,NY,410,11.5,14.7,15.1
330224,Benedictine Hospital,NO,Kingston,NY,275,14.1,29.5,16.3
330226,Unity Hospital of Rochester,NO,Rochester,NY,499,8.9,25.4,11.2
330232,Seton Health- St. Mary's Hospital,NO,Troy,NY,287,9.8,26.9,13.9
330234,Westchester Medical Center,NO,Valhalla,NY,1328,19.1,20.7,19.9
330235,Auburn Memorial Hospital,NO,Auburn,NY,223,9.8,32.4,12.3
330236,New York Methodist Hospital,NO,Brooklyn,NY,1054,18.0,25.4,15.8
330239,Woman's Christian Assoc Hosp,NO,Jamestown,NY,277,12.6,17.4,14.0
330241,Upstate Medical University,YES,Syracuse,NY,712,16.1,22.2,19.2
330245,St. Elizabeth Medical Center,NO,Utica,NY,1109,15.0,29.9,15.3
330246,St. Charles Hospital,NO,Port Jefferson,NY,405,12.2,19.8,13.6
330249,Community Memorial Hospital,NO,Hamilton,NY,259,7.9,12.3,10.3
330250,Champlain Vly Phys Hsp Med Ctr,NO,Plattsburgh,NY,723,14.3,21.6,17.1
330259,Mercy Medical Center,NO,Rockville Centre,NY,390,14.6,21.0,9.9
330261,Phelps Memorial Hospital Center,NO,Sleepy Hollow,NY,459,10.6,24.6,14.0
330264,St. Luke's Cornwall Hospital,NO,Newburgh,NY,446,15.0,16.8,17.2
330267,Hudson Valley Hospital Center,NO,Cortlandt Manor,NY,325,18.8,29.4,17.4
330273,Putnam Hospital Center,NO,Carmel,NY,428,30.3,22.0,18.4
330279,Mercy Hospital,NO,Buffalo,NY,654,14.7,21.3,15.7
330285,Strong Mem Hospital of U of Rochester,YES,Rochester,NY,1223,12.8,30.3,16.9
330286,Good Samaritan Hosp Med Ctr,NO,West Islip,NY,1028,17.3,34.3,18.2
330290,St. Vincent's Hospital-Manhattan,NO,New York,NY,890,15.3,21.0,12.5
330304,White Plains Hospital Center,NO,White Plains,NY,742,13.4,18.6,14.2
330306,Lutheran Medical Center,NO,Brooklyn,NY,599,20.6,22.4,20.9
330307,Cayuga Medical Center,NO,Ithaca,NY,333,10.3,12.4,12.9
330316,NY Westchester Square Med Ctr,NO,Bronx,NY,242,20.4,34.7,21.2
330331,North Shore University Hospital,NO,Plainview,NY,647,16.6,24.7,17.3
330332,New Island Hospital,NO,Bethpage,NY,363,16.0,29.2,20.4
330340,Southampton Hospital,NO,Southampton,NY,309,12.2,24.2,17.6
330350,SUNY Downstate Medical Center,NO,Brooklyn,NY,265,20.9,21.6,8.6
330353,Forest Hills Hospital,NO,Forest Hills,NY,280,21.6,0.0,19.7
330357,Mary Immaculate Hospital,NO,Jamaica,NY,238,21.9,0.0,23.9
330372,Franklin Hospital,NO,Valley Stream,NY,318,14.5,19.5,18.9
330393,Stony Brook University Hospital,YES,Stony Brook,NY,1451,18.6,35.0,20.2
330394,United Health Services Hospitals,NO,Johnson City,NY,1236,11.1,15.8,13.5
330401,St. Catherine of Siena Med Ctr,NO,Smithtown,NY,616,18.5,34.9,19.6
340001,Carolinas Med Ctr-Northeast,NO,Concord,NC,1340,12.2,26.4,16.0
340002,Mission Hospital,NO,Asheville,NC,4288,10.8,24.2,13.9
340003,Northern Hosp of Surry County,NO,Mount Airy,NC,228,7.5,0.0,10.6
340004,High Point Regional Health Sys,NO,High Point,NC,873,11.6,24.4,14.7
340010,Wayne Memorial Hospital,NO,Goldsboro,NC,732,9.4,22.6,13.4
340013,Rutherford Hospital,NO,Rutherfordton,NC,304,16.3,16.0,22.2
340014,Forsyth Medical Center,NO,Winston-Salem,NC,1740,11.1,15.9,13.9
340015,Rowan Regional Medical Center,NO,Salisbury,NC,523,7.8,20.1,11.6
340016,Harris Regional Hospital,NO,Sylva,NC,216,12.1,22.3,17.6
340017,Margaret R. Pardee Memorial Hosp,NO,Hendersonville,NC,676,8.0,19.9,10.4
340020,Central Carolina Hospital,NO,Sanford,NC,194,11.0,29.3,14.8
340021,Cleveland Regional Med Ctr,NO,Shelby,NC,623,12.2,17.4,15.4
340023,Park Ridge Hospital,NO,Fletcher,NC,270,5.7,16.4,10.9
340027,Lenoir Memorial Hospital,NO,Kinston,NC,425,15.2,24.6,11.5
340028,Cape Fear Valley Health System,NO,Fayetteville,NC,1436,10.9,24.0,12.1
340030,Duke University Hospital,YES,Durham,NC,2675,15.6,28.7,19.4
340032,Gaston Memorial Hospital,NO,Gastonia,NC,1166,11.0,21.9,15.1
340038,Beaufort County Hospital,NO,Washington,NC,224,6.6,11.4,10.1
340039,Iredell Memorial Hospital,NO,Statesville,NC,544,12.5,11.9,15.5
340040,Pitt County Memorial Hospital,YES,Greenville,NC,2450,13.5,27.5,17.3
340041,Caldwell Memorial Hospital,NO,Lenoir,NC,272,8.1,22.7,12.9
340047,North Carolina Baptist Hospital,YES,Winston-Salem,NC,1704,16.6,25.4,18.2
340050,Southeastern Regional Med Ctr,NO,Lumberton,NC,416,13.7,28.4,19.2
340051,Watauga Medical Center,NO,Boone,NC,338,10.3,20.8,10.0
340053,Presbyterian Hospital,NO,Charlotte,NC,1416,13.4,17.0,16.8
340061,University of NC Hosps,YES,Chapel Hill,NC,1123,16.4,23.9,17.9
340068,Columbus Reg Hlthcare System,NO,Whiteville,NC,264,13.6,29.7,21.2
340069,WakeMed Raleigh Campus,NO,Raleigh,NC,2284,13.0,32.8,15.2
340070,Alamance Regional Medical Center,NO,Burlington,NC,519,10.7,15.7,12.8
340073,Duke Raleigh Hospital,NO,Raleigh,NC,756,11.2,20.5,14.0
340075,Grace Hospital,NO,Morganton,NC,236,10.8,22.6,17.8
340090,Johnston Memorial Hospital,NO,Smithfield,NC,322,13.7,23.5,21.9
340091,Moses Cone Health System,NO,Greensboro,NC,2616,10.7,15.0,12.5
340097,Hugh Chatham Memorial Hospital,NO,Elkin,NC,244,9.5,18.0,13.1
340098,Carolinas Medical Center-Mercy,NO,Charlotte,NC,1130,9.2,14.4,13.5
340109,Albemarle Health,NO,Elizabeth City,NC,331,9.2,18.7,15.7
340113,Carolinas Medical Center,NO,Charlotte,NC,2698,11.2,21.0,14.6
340114,Rex Healthcare,NO,Raleigh,NC,2019,11.5,19.1,13.5
340115,FirstHealth Moore Regional Hosp,NO,Pinehurst,NC,2249,10.8,25.9,16.1
340116,Frye Regional Medical Center,NO,Hickory,NC,1117,10.6,28.0,16.8
340119,Stanly Regional Medical Center,NO,Albemarle,NC,211,9.7,17.0,17.1
340123,Randolph Hospital,NO,Asheboro,NC,206,13.2,0.0,20.3
340126,Wilson Medical Center,NO,Wilson,NC,516,11.0,19.9,15.1
340129,Lake Norman Regional Med Ctr,NO,Mooresville,NC,333,11.4,23.7,15.5
340130,Carolinas Medical Center-Union,NO,Monroe,NC,382,12.5,21.1,16.6
340131,Craven Regional Medical Center,NO,New Bern,NC,1280,11.5,24.3,14.4
340141,New Hanover Regional Med Ctr,NO,Wilmington,NC,3115,11.2,20.7,15.6
340142,Carteret General Hospital,NO,Morehead City,NC,493,10.3,21.0,14.2
340143,Catawba Valley Medical Center,NO,Hickory,NC,575,10.0,18.3,12.5
340147,Nash Health Care Systems,NO,Rocky Mount,NC,540,10.7,18.3,15.2
340151,Halifax Regional Medical Center,NO,Roanoke Rapids,NC,315,7.3,17.4,10.2
340155,Durham Regional Hospital,NO,Durham,NC,937,11.7,16.3,14.6
340158,Brunswick Community Hospital,NO,Supply,NC,239,14.5,19.5,17.1
340166,Carolinas Med Ctr-University,NO,Charlotte,NC,205,6.3,19.2,12.1
340171,Presbyterian Hospital-Matthews,NO,Matthews,NC,312,15.1,19.9,19.2
340173,WakeMed Cary Hospital,NO,Cary,NC,429,13.3,22.6,16.0
340183,Presbyterian Hosp Huntersville,NO,Huntersville,NC,256,9.7,14.7,12.4
340184,Haywood Regional Medical Center,NO,Clyde,NC,339,10.1,20.6,14.6
350002,St. Alexius Medical Center,NO,Bismarck,ND,1462,8.0,29.6,14.5
350006,Trinity Health,NO,Minot,ND,869,10.4,14.7,15.6
350011,MeritCare Medical Center,NO,Fargo,ND,2090,9.2,33.3,13.8
350015,MedCenter One,NO,Bismarck,ND,850,14.3,20.7,13.3
350019,Altru Health System,NO,Grand Forks,ND,1253,11.4,26.9,12.6
350070,Innovis Health,NO,Fargo,ND,745,14.1,34.5,16.0
360001,Mercy Hospital Anderson,NO,Cincinnati,OH,667,14.4,19.8,19.3
360002,Samaritan Regional Health System,NO,Ashland,OH,243,4.7,0.0,9.8
360003,University Hospital-Cincinnati,YES,Cincinnati,OH,725,19.8,20.4,20.1
360006,Riverside Methodist Hospital,NO,Columbus,OH,3671,13.3,35.8,18.3
360008,Southern Ohio Medical Center,NO,Portsmouth,OH,632,14.4,24.1,20.2
360009,Lima Memorial Health System,NO,Lima,OH,575,16.2,28.9,17.3
360010,Union Hospital,NO,Dover,OH,225,12.1,0.0,18.8
360011,Marion General Hospital,NO,Marion,OH,574,15.9,29.1,20.8
360012,Mount Carmel St. Ann's,NO,Westerville,OH,561,15.6,25.7,17.8
360016,Jewish Hospital,NO,Cincinnati,OH,994,11.4,14.0,13.8
360017,Grant Medical Center,NO,Columbus,OH,1154,14.5,26.7,15.6
360019,Summa Barberton Citizens Hosp,NO,Barberton,OH,285,15.4,28.6,15.8
360020,Summa Health System,NO,Akron,OH,1702,13.8,16.4,16.6
360025,Firelands Regional Health System,NO,Sandusky,OH,767,13.7,23.2,17.1
360027,Akron General Medical Center,NO,Akron,OH,1279,13.8,21.8,18.1
360035,Mount Carmel,NO,Columbus,OH,2069,11.9,24.6,16.1
360036,Wooster Community Hospital,NO,Wooster,OH,249,10.4,15.7,12.0
360037,St. Vincent Charity Hospital,NO,Cleveland,OH,281,12.4,18.7,12.4
360039,Genesis HealthCare System,NO,Zanesville,OH,1100,15.2,28.8,16.1
360040,Knox Community Hospital,NO,Mount Vernon,OH,222,12.7,0.0,16.2
360041,Parma Community General Hospital,NO,Parma,OH,942,11.1,17.5,12.3
360048,University of Toledo Med Ctr,YES,Toledo,OH,835,17.6,26.8,18.2
360051,Miami Valley Hospital,NO,Dayton,OH,1657,12.2,21.9,15.6
